F2R1	0	200
1 DIS_F2P 5e-05 1.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 0.000000000000000e+00
2 DIS_F2P 5.36134e-05 1.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 0.000000000000000e+00
3 DIS_F2P 5.74878e-05 1.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 0.000000000000000e+00
4 DIS_F2P 6.16423e-05 1.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 0.000000000000000e+00
5 DIS_F2P 6.60971e-05 1.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 0.000000000000000e+00
6 DIS_F2P 7.08737e-05 1.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 0.000000000000000e+00
7 DIS_F2P 7.59956e-05 1.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 0.000000000000000e+00
8 DIS_F2P 8.14875e-05 1.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 0.000000000000000e+00
9 DIS_F2P 8.73764e-05 1.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 0.000000000000000e+00
10 DIS_F2P 9.36909e-05 1.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 0.000000000000000e+00
11 DIS_F2P 0.000100462 1.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 0.000000000000000e+00
12 DIS_F2P 0.000107722 1.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 0.000000000000000e+00
13 DIS_F2P 0.000115506 1.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 0.000000000000000e+00
14 DIS_F2P 0.000123854 1.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 0.000000000000000e+00
15 DIS_F2P 0.000132804 1.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 0.000000000000000e+00
16 DIS_F2P 0.000142402 1.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 0.000000000000000e+00
17 DIS_F2P 0.000152693 1.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 0.000000000000000e+00
18 DIS_F2P 0.000163727 1.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 0.000000000000000e+00
19 DIS_F2P 0.00017556 1.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 0.000000000000000e+00
20 DIS_F2P 0.000188247 1.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 0.000000000000000e+00
21 DIS_F2P 0.000201851 1.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 0.000000000000000e+00
22 DIS_F2P 0.000216438 1.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 0.000000000000000e+00
23 DIS_F2P 0.000232079 1.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 0.000000000000000e+00
24 DIS_F2P 0.000248851 1.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 0.000000000000000e+00
25 DIS_F2P 0.000266835 1.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 0.000000000000000e+00
26 DIS_F2P 0.000286118 1.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 0.000000000000000e+00
27 DIS_F2P 0.000306795 1.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 0.000000000000000e+00
28 DIS_F2P 0.000328967 1.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 0.000000000000000e+00
29 DIS_F2P 0.00035274 1.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 0.000000000000000e+00
30 DIS_F2P 0.000378232 1.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 0.000000000000000e+00
31 DIS_F2P 0.000405565 1.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 0.000000000000000e+00
32 DIS_F2P 0.000434875 1.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 0.000000000000000e+00
33 DIS_F2P 0.000466302 1.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 0.000000000000000e+00
34 DIS_F2P 0.0005 1.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 0.000000000000000e+00
35 DIS_F2P 0.000536134 1.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 0.000000000000000e+00
36 DIS_F2P 0.000574878 1.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 0.000000000000000e+00
